#n_pop	landscape_idx	replicate	t	entropy	haplotype_diversity	nucleotide_diversity	strains	n_maxima	n_minima	maximum	minimum	gamma	mean	var	fitness_wildtype	mean_phenotypic_distance	tg0	n0	tg1	n1	tg2	n2	tg3	n3	tg4	n4	tg5	n5	tg6	n6	tg7	n7	tg8	n8	tg9	n9
1000	0	0	107	0.985685913869293	0.58361	0.8403100000000001	6	3	2	1.1688741741584239	0.6337797794046308	0.33294739729630296	0.7821464353283905	0.014177189911842913	0.8048702534884378	1.3254135738414436	27	88	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	108	1.064949471511702	0.6080859999999999	0.922032	8	3	3	1.1280041625012764	0.6377859746458799	0.31806585744936494	0.7800296165322014	0.013432366276845076	0.818070948002325	1.3668252218116967	27	111	16	445	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	109	1.0584330029998898	0.6077079999999997	0.937062	7	3	3	1.1407335812458996	0.6345647606229513	0.32259782884335175	0.7787860246805696	0.013584069284523825	0.8108413973953069	1.3842427819977596	27	116	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	110	1.0189112666151634	0.6009659999999999	0.914172	7	3	3	1.131978154923412	0.6350491159048838	0.3200391758067477	0.7779720344630513	0.013444751989778125	0.8130786042983161	1.3757691049775382	27	114	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	111	1.0420702481750816	0.610986	0.9570600000000001	7	3	3	1.1139962651412076	0.6366557963705566	0.31596940412254043	0.7768903005928534	0.013240251481343779	0.8186402032155338	1.3992799325523768	27	128	16	442	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	112	1.0838763475192226	0.630606	1.0496039999999998	9	3	3	1.079533520059748	0.6401274555614739	0.3141057283475988	0.7751955188667169	0.013145653153267989	0.8299191668406816	1.4537346217353608	27	163	16	417	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	113	1.052824364490283	0.6264999999999998	1.059472	6	3	3	1.0951415351698313	0.6345393747010403	0.3143140367452587	0.7720908407273038	0.013019000227421196	0.8184660150895381	1.4755512113962335	27	167	16	446	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	114	1.0520414319363218	0.62465	1.0804579999999997	6	3	3	1.1087110864907193	0.630777878145224	0.31676695616938816	0.7704492012334306	0.013052462775706375	0.8102415753853228	1.4930200849322708	27	172	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	115	1.0567382500673896	0.6277019999999999	1.0936460000000001	4	3	3	1.1064273582512774	0.6304756253518713	0.3164734008506741	0.7698236136494869	0.013019820956000294	0.810147944070372	1.5037752188480815	27	178	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	116	1.1040819192205875	0.6375319999999999	1.1629760000000002	7	3	3	1.0988597689542658	0.6297529590293753	0.3155412953641074	0.7680195432559835	0.012923666187285132	0.8102783554255493	1.5447541590575018	27	201	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	117	1.0877981069860216	0.6344679999999999	1.2035299999999998	7	3	3	1.094806807344295	0.6269661359093397	0.3156506443351128	0.7647393357108346	0.012817505318785782	0.8065565227226377	1.5788243321607454	27	222	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	118	1.1160365685483997	0.6464359999999998	1.2727600000000003	8	3	3	1.065971073274399	0.6298178648197988	0.3139295800729049	0.7632700878081055	0.012731603506186961	0.815910005054128	1.6228477145437237	27	255	16	462	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	119	1.0936163830172436	0.64521	1.3187220000000002	6	3	3	1.0487421353774544	0.6276124754468105	0.3153658271119323	0.7609296968319417	0.012740098419106727	0.8191020966772172	1.655806494781315	27	283	16	459	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	120	1.1164564459692383	0.6469459999999999	1.350253999999999	9	3	3	1.041510235016466	0.6253898128773655	0.31661357433298964	0.76052358942082	0.012793422307180169	0.8213862651821294	1.67405850476323	27	299	16	456	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	121	1.110365281449488	0.645088	1.3429320000000002	6	3	3	1.050488523084856	0.6276272909742128	0.3148863165872415	0.7598275687071011	0.012676537489719308	0.8165838910074616	1.6695089501975646	27	292	16	463	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	122	1.1002860250638773	0.6434559999999998	1.3845559999999997	6	3	3	1.0310976056602303	0.6218229593899808	0.3187115135857471	0.7590957965519243	0.012853899016972758	0.8232936163582338	1.6955690253110942	27	320	16	455	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	123	1.0942874573954162	0.6352419999999999	1.3903420000000002	8	3	3	1.040665926342163	0.6235344826239302	0.31577414977998725	0.7568064304683855	0.012624397274564991	0.815639770402334	1.7027482244301495	27	322	16	471	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	124	1.0529375971162305	0.622956	1.42587	6	3	3	1.0247964357508428	0.6180746995190359	0.31875743465630935	0.7545759367026437	0.012703603643353878	0.8184574721928158	1.7304214900230128	27	355	16	472	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	125	1.0578303204282713	0.624624	1.4400860000000002	6	3	3	1.0233456280685975	0.6156954803966027	0.32231574311230066	0.7554306166391956	0.01291108096341309	0.8238236196543597	1.737364152200939	27	367	16	462	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	126	1.0690343390962271	0.6123759999999999	1.4750100000000004	8	3	3	1.01955253760302	0.6142660554389245	0.32186792443006795	0.7532513865812197	0.012814441031107848	0.8209472835374215	1.7579662062548158	27	391	16	468	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	127	1.045264982079382	0.601572	1.474076	8	3	3	1.0162334059185736	0.6143640206116567	0.3201368552881741	0.7516140599986612	0.012672919748890732	0.8170967285265072	1.7618171092032047	27	396	16	479	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
